metal,linker
Ba,"biphenyl-4,4′-diacetic acid"
Ba,imidazole-2-carboxaldehyde
Ba,"methylenebis(3,5-dimethylpyrazole)"
Ba,tetrakis(4-pyridyloxymethylene)methane
Ba,"1,2,3-benzenetricarboxylic acid"
Ba,"1,4,5,8-naphthalenetetracarboxylic dianhydride"
Ba,"1,4-di(1H-imidazol-1-yl)benzene"
Ba,"1,4-dibromo-2,3,5,6-tetrakis(4-carboxyphenyl)benzene"
Ba,"2,2-dimethylsuccinic acid"
Ba,"2,5-bis(4-pyridyl)-3,4-diaza-2,4-hexadiene"
Ba,"3,3′,5,5′-tetramethyl-4,4′-bipyrazole"
Ba,"4′-(2-carboxyphenyl)-4,2′:6′,4″-terpyridine"
Ba,"1,3,5-tri(4-pyridyl)benzene"
Ba,"1,4-bis(1-imidazolyl)benzene"
Ba,"1,4-di(1H-imidazol-4-yl)benzene"
Ba,"2-aminobenzene-1,4-dicarboxylate"
Ba,"2-aminobenzene-1,4-dicarboxylic acid"
Ba,"3,5-diamino-1,2,4-triazole"
Ba,"4,4′-azobenzenedicarboxylic acid"
Ba,"4,4′-oxydibenzoic acid"
Ba,4-pyrazolecarboxylic acid
Ba,"5,5′-(1,4-phenylenebis(methylene))bis(oxy)diisophthalic acid"
Ba,diphenic acid
Ba,"1,1′:4′,1″-terphenyl-3,3″,5,5″-tetracarboxylic acid"
Ba,"1,2,3-triazole"
Ba,"1,2,4,5-tetrakis(4-carboxyphenyl)benzene"
Ba,"1,2-phenylenediacetic acid"
Ba,"1,4-bis(1,2,4-triazol-1-yl)butane"
Ba,"1,4-bis(2-methylimidazol-1-yl)butane"
Ba,"2,4,6-tris(4-pyridyl)-1,3,5-triazine"
Ba,"2,5-dichloroterephthalic acid"
Ba,"3,5-di(imidazol-1-yl)benzoic acid"
Ba,"4,4′-bis(imidazol-1-yl)diphenyl ether"
Ba,"4,8-disulfonyl-2,6-naphthalenedicarboxylic acid"
Ba,5-(3-pyridylmethoxy)isophthalic acid
Ba,5-nitrobenzimidazole
Ba,"Bicyclo[2.2.2]octane-1,4-dicarboxylic acid"
Ba,"anthracene-9,10-dicarboxylic acid"
Ba,benzotriazole
Ba,oxalate
Ba,pamoic acid
Ba,"1,1'-ferrocenedicarboxylic acid"
Ba,"1,3,5-tris(triazol-1-ylmethyl)-2,4,6-trimethylbenzene"
Ba,"1,4-phenylenediacetate"
Ba,"1,5-naphthalenedisulfonate"
Ba,"2,2′-bipyridine-4,4′-dicarboxylic acid"
Ba,"2,2′-bipyrimidine"
Ba,"2,5-dibromoterephthalic acid"
Ba,"3,3′,5,5′-biphenyltetracarboxylic acid"
Ba,"3,3′,5,5′-tetra(1H-imidazol-1-yl)-1,1′-biphenyl"
Ba,"3,3′-((5-carboxy-1,3-phenylene)bis(oxy))dibenzoic acid"
Ba,"4,4′,4″,4′′′-benzene-2,3,5,6-tetrayl-tetrabenzoate"
Ba,"4,4′,4″,4′′′-pyrazine-2,3,5,6-tetrayl-tetrabenzoate"
Ba,"4,4′-((5-carboxy-1,3-phenylene)bis(oxy))dibenzoic acid"
Ba,"4-carboxy-1-(3,5-dicarboxy-benzyl)-pyridinium chloride"
Ba,"5,5′-(ethane-1,2-diyl)-bis(oxy)diisophthalic acid"
Ba,L-lactic acid
Ba,benzotriazole-5-carboxylic acid
Ba,bis(4-pyridylmethyl)piperazine
Ba,disodium terephthalate
Ba,pyridine
Ba,squaric acid
Ba,"1,2-bis(imidazol-1-ylmethyl)benzene"
Ba,"1,3,5-Tri(4-pyridyl)benzene"
Ba,"1,3-bis(1,2,4-triazol-1-yl)propane"
Ba,"1,4-benzenedicarboxylate"
Ba,"1,4-bis(imidazol-1-yl)butane"
Ba,1-(1H-imidazol-4-yl)-4-(4H-tetrazol-5-yl)benzene
Ba,"2,5-dimethylterephthalic acid"
Ba,"2-(pyridin-4-yl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-ethylimidazole
Ba,2-methylterephthalic acid
Ba,"3,3’,4,4’-diphenylsulfonetetracarboxylic acid"
Ba,"4-(3-(4-(carboxyphenyl)-5-methyl-4H-1,2,4-triazol-4-yl)benzoic acid"
Ba,"[1,1′:4′,1″-terphenyl]-2′,4,4″,5′-tetracarboxylic acid"
Ba,adipamide
Ba,benzene tribenzoate
Ba,"biphenylethene-4,4'-dicarboxylic acid"
Ba,"lithium 1-(4-pyridinylmethyl)-1H-1,2,4-triazole-3-carboxylate"
Ba,"trans-1,4-cyclohexanedicarboxylic acid"
Ba,"1,2,3,4,5,6-cyclohexanehexacarboxylic acid hydrate"
Ba,"1,4-bis(1H-pyrazol-4-yl)benzene"
Ba,"1-((1H-1,2,4-triazol-1-yl)methyl)-3,5-bis(4-pyridyl)-1,2,4-triazole"
Ba,"1H-1,2,3-triazole-4,5-dicarboxylic acid"
Ba,"2,2′-biphenic acid"
Ba,"2-(3,4-dimethylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-(carboxylmethoxy)terephthalic acid
Ba,"2-(pyridin-2-yl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,"3,5-disulfobenzoic acid, disodium salt"
Ba,"4,4'-(phenylazanediyl)dibenzoic acid"
Ba,"4,5-dichloroimidazole"
Ba,5-(4-carboxybenzyloxy)isophthalic acid
Ba,5-(benzonic-4-ylmethoxy)isophthalic acid
Ba,"9,10-di(1H-imidazol-1-yl)anthracene"
Ba,"9,9-dimethylfluorene-2,7-dicarboxylic acid"
Ba,carboxylate-functionalized naphthalene diimide linker
Ba,potassium hexacyanoferrate(III)
Ba,tetrakis(4-carboxyphenyl)ethylene
Ba,(3-carboxyl-phenyl)-(4-(2′-carboxyl-phenyl)-benzyl) ether
Ba,"(S)-(-)-1,10-binaphtho-2,2′-diacetic acid"
Ba,"1,3,5-tris(imidazol-1-ylmethyl)-2,4,6-trimethylbenzene"
Ba,"1,3-bis(1-imidazolyl)-5-(imidazol-1-ylmethyl)benzene"
Ba,"1,4,8,11-tetrazacyclododecane-N,N′,N″,N‴-tetra-methylene-isophthalic acid"
Ba,"1,4-benzene dicarboxylic acid"
Ba,"2,2'-bipyridine-5,5'-dicarboxylic acid"
Ba,"2,4′-biphenyldicarboxylic acid"
Ba,"2-(5-bromo-pyridin-3-yl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,"2-(pyridine-3-yl)-1H-4,5-imidazoledicarboxylic acid"
Ba,2-dihydroxymalonic acid
Ba,"3,5-bi(4-carboxy-phenoxy)-benzoic acid"
Ba,3-(2′3′-dicarboxylphenoxy)benzoic acid
Ba,"3-amino-1,2,4-triazole-5-carboxylic acid"
Ba,"4,4′,4″-((1,3,5-triazine-2,4,6-triyl)tris(azanediyl)) tribenzoic acid"
Ba,"4,4′-bis(1,2,4-triazol-1-ylmethyl)biphenyl"
Ba,"4,4′-bis(imidazol-1-ylmethyl)biphenyl"
Ba,"4,4′-dipyridylamine"
Ba,"4,4′-stilbenedicarboxylic acid"
Ba,"4-(3,5-dimethyl-1H-pyrazol-4-yl)benzoic acid"
Ba,4-carboxycinnamic acid
Ba,"4-hydroxypyridine-2,6-dicarboxylic acid"
Ba,"5,5'-(ethane-1,2-diyl)-bis(oxy)diisophthalic acid"
Ba,"5-(2,6-bis(4-carboxyphenyl)pyridin-4-yl)isophthalic acid"
Ba,5-amino-1H-tetrazole
Ba,5-methyl-2-pyrazinecarboxylic acid
Ba,5-oxyacetate isophthalic acid
Ba,5-tert-butyl isophthalic acid
Ba,H2(Me-prz-trz-ia)
Ba,"N,N′-bis(pyridin-3-ylmethyl)ethane-1,2-diamine"
Ba,"N1,N4-bis((pyridin-4-yl)methylene)benzene-1,4-diamine"
Ba,"benzene-1,3,5-tribenzoic acid"
Ba,"biphenyl-3,3′,5,5′-tetracarboxylic acid"
Ba,isonicotinic acid N-oxide
Ba,melamine
Ba,"pyridine-3,4-dicarboxylic acid"
Ba,"sodium 1,3,5-benzenetricarboxylate"
Ba,"1,1′-ethynebenzene-3,3′,5,5′-tetracarboxylate"
Ba,"1,2,3,4-benzenetetracarboxylic acid"
Ba,"1,3,5-triazine-2,4,6-triamine hexaacetic acid"
Ba,"1,3-bi(4-pyridyl)propane"
Ba,"1,4-bis(1,2,4-triazol-1-ylmethyl)benzene"
Ba,"1,4-bis(imidazol)butane"
Ba,"1,4-bis(imidazol-1-ylmethyl)-benzene"
Ba,1-(2-methylbenzimidazol-1-ylmethyl)benzotriazole
Ba,"2,20:40,400:200,2000-quarterpyridyl-60,600-di-2-pyridine"
Ba,"2,3,5,6-tetrafluoroterephthalic acid"
Ba,2-(pyridyl-N-oxide)methylphosphonic acid
Ba,"2′,3′,5′,6′-tetramethylterphenyl-4,4″-dicarboxylic acid"
Ba,"3,3′,4,4′-oxydiphthalic acid"
Ba,"3,4-pyridinedicarboxylic acid"
Ba,"3,5-di(1H-imidazol-1-yl)benzoic acid"
Ba,"4,4′-(phenylazanediyl)dibenzoic acid"
Ba,"4,4′-biphenyl dicarboxylic acid"
Ba,"4,4′-bis(imidazol-1-yl)biphenyl"
Ba,"4-(3-(3-(carboxyphenyl)-5-methyl-4H-1,2,4-triazol-4-yl)benzoic acid"
Ba,4-(4′-phosphonophenoxy)phenyl phosphonic acid
Ba,"4-amino-3,5-bis(4-pyridyl)-1,2,4-triazole"
Ba,"5,15-di(p-benzoato)porphyrin"
Ba,5-(2′-carboxylphenyl) nicotinic acid
Ba,"9,10-anthracenedicarboxylic acid"
Ba,H2(Me-2pym-trz-ia)
Ba,"N,N-bis(glycinyl)-pyromellitic diimide"
Ba,"[1,1′:3′,1″-terphenyl]-3,3″,5,5″-tetracarboxylic acid"
Ba,[Co(Hdcbpy)3]·6H2O
Ba,azelaic acid
Ba,"biphenyl-2,4,4′-tricarboxylic acid"
Ba,"biphenyl-3,2′,5′-tricarboxylic acid"
Ba,bis(4-imidazol-ylphenyl)sulfone
Ba,"nickel(II) 5,10,15,20-tetrakis(3,4-dihydroxyphenyl)porphyrin"
Ba,"potassium perylene-3,4,9,10-tetracarboxylate"
Ba,tetrakis(4-pyridyl)cyclobutane
Ba,"trans, trans-muconic acid"
Ba,tris(2-carboxyethyl) isocyanurate
Ba,"tris(4-(1H-1,2,4-triazol-1-yl)phenyl)amine"
Ba,"(3,5-dicarboxylphenyl)-(4-(2′-carboxylphenyl)benzyl) ether"
Ba,"1,1'-(1,4-butanediyl)-bis[2-(3-pyridyl)benzimidazole]"
Ba,"1,1'-(1,4-butanediyl)bis(imidazole)"
Ba,"1,10-phenanthroline monohydrate"
Ba,"1,1′-(Anthracene-9,10-diylbis(methylene))bis(pyridin-1-ium-4-olate)"
Ba,"1,1′:3,1′′-terphenyl-4,4′′,5′-tricarboxylic acid"
Ba,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene"
Ba,"1,3,5-tris(carboxymethoxy)benzene"
Ba,"1,3-adamantanedicarboxylic acid"
Ba,"1,3-phenylenediacetic acid"
Ba,"1,4-benzenediacetic acid"
Ba,"1,4-bis(1,2,4-triazol-1-ylmethyl)-2,3,5,6-tetramethylbenzene"
Ba,"1,4-bis(1H-imidazol-1-yl)benzene"
Ba,1-(4-(4-(1H-imidazol-1-yl)benzyloxy)phenyl)-1H-imidazole
Ba,"1H-1,2,4-triazole"
Ba,"2,2′-oxydiacetic acid"
Ba,"2,5-dihydroxybenzene-1,4-dicarboxylic acid"
Ba,2-(2-pyridyl)benzimidazole
Ba,"2-(3,5-dicarboxybenzyloxy) benzoic acid"
Ba,2-chloroterephthalic acid
Ba,2-fluoroterephthalic acid
Ba,"2′-amino-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Ba,"3,5-bis(imidazole-1-yl)pyridine"
Ba,"3,5-pyrazoledicarboxylic acid"
Ba,3-carboxy-1-(4'-carboxy-benzyl)-2-oxidopyridinium
Ba,"4',4'',4''',4''''-methanetetrayltetrabiphenyl-4-carboxylic acid"
Ba,"4,4′,4″-benzene-1,3,5-triyl-tribenzoic acid"
Ba,"4,4′-azopyridine"
Ba,4-(4-carboxy-phenyl)-pyridine-2-carboxylic acid
Ba,4-carboxyphenylboronic acid
Ba,"5,5′,5″-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)triisophthalate"
Ba,5-(3-(1H-imidazol-1-yl)phenyl)-1H-tetrazole
Ba,"5-[(1H-1,2,4-triazol-1-yl)methoxy] isophthalic acid"
Ba,5-acetamidoisophthalic acid
Ba,5-aminotetrazole monohydrate
Ba,5-methyl-1H-tetrazole
Ba,"azoxybenzene-3,3′,5,5′-tetracarboxylic acid"
Ba,"bis(4-(1,2,4-triazol-4-yl)phenyl)methane"
Ba,"cyclobutane-1,2,3,4-tetracarboxylic dianhydride"
Ba,diclofenac
Ba,gallic acid monohydrate
Ba,"pyridazine-3,6-dicarboxylic acid"
Ba,"terphenyl-3,3″,5,5″-tetracarboxylic acid"
Ba,"1,1′-(oxybis(1,4-phenylene))bis(1H-1,2,4-triazole)"
Ba,"1,2-bi(4-pyridyl)ethane"
Ba,"1,3,5-tri(1H-imidazol-1-yl)benzene"
Ba,"1,3-di-(1,2,4-triazol-4-yl)benzene"
Ba,"1,4-bis((1H-imidazol-1-yl)methyl)benzene"
Ba,"1,4-bis(1H-imidazol-1-yl)butane"
Ba,"1,4-naphthalenedicarboxylate"
Ba,"1,4-phenylenedipropionic acid"
Ba,"1,6-bis(1,2,4-triazol-1-yl)hexane"
Ba,"1,7-di(4-carboxyphenyl)-1,7-dicarba-closo-dodecaborane"
Ba,"1-bromo-3,5-bis(imidazol-1-ylmethyl)benzene"
Ba,"1′,2′,3′,4′,5′,6′-hexakis(4-carboxyphenyl)benzene"
Ba,"2',5'-dimethyl-[1,1':4',1''-terphenyl]-4,4''-dicarboxylic acid"
Ba,"2,2′,3,3′-benzophenone tetracarboxylic dianhydride"
Ba,"2,2′-bithiophene-5,5′-dicarboxylic acid"
Ba,"2,3-naphthalenedicarboxylic acid"
Ba,"2,4,6-pyridinetricarboxylic acid"
Ba,"2,5-bis(3-pyridyl)-3,4-diaza-2,4-hexadiene"
Ba,"2,5-bis(4-pyridyl)-1,3,4-oxadiazole"
Ba,"2,6-naphthalene dicarboxylic acid"
Ba,"2,7-bis(4-benzoic acid)-N-(4-benzoic acid)carbazole"
Ba,"2-(p-methylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-azidobenzoic acid
Ba,"2-p-methoxyphenyl-1H-imidazole-4,5-dicarboxylic acid"
Ba,"3,3',5,5'-azobenzenetetracarboxylic acid"
Ba,"3,5-bi(4-carboxy-phenoxy)benzoic acid"
Ba,"3,5-bis(4-carboxyphenyl)pyridine"
Ba,"3,5-bis(4-carboxyphenylmethyloxy) benzoic acid"
Ba,"3,5-di(1H-imidazol-1-yl)benzonitrile"
Ba,"3-(pyridin-3-yloxy)benzene-1,2-dicarboxylic acid"
Ba,"3-ammonium-1-hydroxypropylidene-1,1-diphosphonic acid"
Ba,"4,4''-dihydroxy-[1,1':4',1'']-terphenyl-3,3''-dicarboxylic acid"
Ba,"4,4'-(porphyrin-5,15-diyl)dibenzoic acid"
Ba,"4,4'-dipyridylamine"
Ba,"4,4'-hexafluoroisopropylidenebisbenzoic acid"
Ba,"4,4,4,4-(Porphine-5,10,15,20-tetrayl) tetrakis"
Ba,"4,4′,4″-nitrilotribenzoic acid"
Ba,"4,4′-azobenzoic acid"
Ba,"4,4′-azobipyridine"
Ba,"4,4′-bis[(1,2,4-triazol-1-yl)methyl]biphenyl"
Ba,"4,4′-dicarboxydiphenyl sulfone"
Ba,"4,4′-dicarboxydiphenylamine"
Ba,"4,5-dicyanoimidazole"
Ba,4-diazabicyclo[2.2.2]octane
Ba,"4′-(2,4-disulfophenyl)-4,2′:6′,4″-terpyridine"
Ba,"5,5′-(hexane-1,6-diyl)-bis(oxy)diisophthalic acid"
Ba,"5,5′-bis(1H-imidazol-1-yl)-2,2′-bithiophene"
Ba,"5,5′-oxydiisophthalic acid"
Ba,5-((carboxymethyl)amino)isophthalic acid
Ba,5-(2-carboxybenzyloxy) isophthalic acid
Ba,5-(3′4′-dicarboxylphenoxy)isophthalic acid
Ba,5-amino-tetrazole
Ba,"5-nitro-1,2,3-benzenetricarboxylic acid"
Ba,5-tert-butylisophthalic acid
Ba,"6,6',6'',6'''-(7-(tert-butyl)pyrene-1,3,5,9-tetrayl)tetrakis(2-naphthoic acid)"
Ba,"9,9-dimethyl-2,7-bisimidazolylfluorene"
Ba,"N,N′-diacetic acid imidazolium"
Ba,"N,N′-piperazinebis(methylenephosphonic acid) hydrochloride"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Co(II)"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Cu(II)"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Fe(III) chloride"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Mn(III) chloride"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Ni(II)"
Ba,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Zn(II)"
Ba,[PR63]2+·2[NO3]−
Ba,"benzene-1,4-dioxydiacetic acid"
Ba,"cis,cis-1,3,5-cyclohexanetricarboxylic acid"
Ba,"cyclohexane-1,2,4,5-tetracarboxylic acid"
Ba,diazabicyclo[2.2.2]octane
Ba,"difluoro-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Ba,malonic acid
Ba,meso-tartaric acid monohydrate
Ba,monosodium salt of 2-sulfonyl terephthalic acid
Ba,piperazine
Ba,potassium oxalate
Ba,sebacic acid
Ba,tetrakis(4-(2-(pyridin-4-yl)ethyl)phenyl)methane
Ba,triptycenedicarboxylic acid
Ba,(1S)-1-(5-tetrazolyl)ethylamine
Ba,"1,2,3,4-butanetetracarboxylic acid"
Ba,"1,2,4,5-tetra(4-pyridyl)benzene"
Ba,"1,3,5,7-adamantane tetracarboxylic acid"
Ba,"1,3,5-benzenetriphosphonic acid"
Ba,"1,3,5-tri(1H-imidazol-4-yl)benzene"
Ba,"1,3,5-tris(pyridin-4-ylethynyl)benzene"
Ba,"1,3,6,8-tetrakis(4-carboxyphenyl)pyrene"
Ba,"1,3-bis(benzimidazolyl)benzene"
Ba,"1,4-bis(2-(4-thiazolyl)benzimidazol-1-ylmethyl)benzene"
Ba,"1,4-bis(2-methylbenzimidazol-1-ylmethyl)benzene"
Ba,"1,4-bis(2-methylimidazol-1-ylmethyl)benzene"
Ba,"1-(2-carboxyethyl)-1H-1,2,4-triazole-3-carboxylic acid"
Ba,1-(4-(1H-imidazole-1-yl)butyl)-1H-imidazole
Ba,"1H-2-methyl-4,5-imidazole-dicarboxylic acid"
Ba,1H-pyrazole-4-carboxylic acid
Ba,"2,2′-Bipyridine-5,5′-dicarboxylic acid"
Ba,"2,2′-biimidazole"
Ba,"2,2′-oxybis(benzoic acid)"
Ba,2-(4-carboxylphenoxy)terephthalic acid
Ba,"2-amino-1,4-benzenedisulfonate"
Ba,2-amino-5-nitroterephthalic acid
Ba,"2-methyl-1H-imidazole-4,5-dicarboxylic acid"
Ba,"2-phenyl-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-phenylazoimidazole
Ba,"3,3'-dichloro-4,4'-azobenzenedicarboxylic acid"
Ba,"3,3′-azodibenzoic acid"
Ba,"3,5,3',5'-oxytetrabenzoic acid"
Ba,"3,5-bis(3,5-dicarboxylphenyl)-1-H-1,2,4-triazole"
Ba,3-pyridin-4-ylbenzoic acid
Ba,"3-quinolinecarbonitrile (in situ to 5-(quinolyl)tetrazolate, QTZ)"
Ba,"4,4’-bis(1-imidazolyl)bibenzene"
Ba,"4,4′,4″,4‴-(pyrazine-2,3,5,6-tetrayl)tetrabenzoic acid"
Ba,"4,4′,4″-(nitrilotris(methylene))tribenzoic acid"
Ba,"4,4′-(2,5-dibutoxy-1,4-phenylene)dipyridine"
Ba,"4,4′-azobispyridine"
Ba,"4,4′-benzophenonedicarboxylic acid"
Ba,"4,4′-carbonyldibenzoic acid"
Ba,"4,4′-dihydroxy-(1,1′-biphenyl)-3,3′-dicarboxylic acid"
Ba,"4-(4H-1,2,4-triazol-4-yl)benzoic acid"
Ba,4-(5-carboxypyridin-2-yl)isophthalic acid
Ba,4-formylbenzoic acid
Ba,4-pyridyltetrazole
Ba,"4’-(4-(benzimidazol-1-yl)phenyl)-4,2’:6’,4’’-terpyridine"
Ba,"4′-(4-pyridyl)-2,2′:6′,2″-terpyridine"
Ba,"5,5′-(2,2-bis((3,5-dicarboxyphenoxy)methyl)propane-1,3-diyl)bis(oxy)diisophthalic acid"
Ba,"5,5′-bis(4-pyridyl)-2,2′-bithiophene"
Ba,5-(3-Pyridylmethoxy)isophthalic acid
Ba,5-(3-carboxy-phenyl)-pyridine-2-carboxylic acid
Ba,5-(4-carboxyphenoxy)isophthalic acid
Ba,5-(4-pyridyl)-methoxyl isophthalic acid
Ba,5-(4-pyridyl)tetrazole
Ba,5-(bis(4-carboxybenzyl)amino)isophthalic acid
Ba,5-(pyrazinyl)tetrazole
Ba,5-(pyridin-4-yl)isophthalic acid
Ba,5-sulfosalicylic acid
Ba,"9,9-diethyl-2,7-bisimidazolylfluorene"
Ba,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane"
Ba,D-tartaric acid
Ba,N-(phosphonomethyl)iminodiacetic acid
Ba,"[1,1′-biphenyl]-3,3′,5,5′-tetracarboxylic acid"
Ba,acetylenedicarboxylic acid
Ba,"benzene-1,2,4-tricarboxylic acid"
Ba,glutarate
Ba,hexamethylenetetramine
Ba,m-xylenediphosphonic acid
Ba,"meso-2,3-dimethylsuccinic acid"
Ba,"p-terphenyl-2,2'',2''',5,4'',4'''-hexcarboxylic acid"
Ba,purine
Ba,sodium isophthalate
Ba,"trans,trans-muconic acid"
Ba,"trans-1,2-bis(4-pyridyl)ethylene"
Ba,tri(2-carboxyethyl)isocyanurate
Ba,tri(pyridin-4-yl)amine
Ba,"trimethyl 1,3,5-benzenetricarboxylate"
Ba,tris(4-imidazolylphenyl)amine
Ba,tris(pyrazin-2-ylmethyl)phosphine
Ba,γ-cyclodextrin
Ba,(E)-2-[2-(4-Carboxy)ethenyl]-8-hydroxyquinoline
Ba,(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-fluorobenzoic acid
Ba,(R)-malic acid
Ba,(ethylenedithio)diacetic acid
Ba,(pyridin-3-yl)methyl 4-(2-(4-((pyridin-3-yl)methoxy)phenyl)diazenyl)benzoate
Ba,"1,1′-oxybis[3,5-di-4-pyridine]-benzene"
Ba,"1,1′-oxybis[3,5-dipyridine-benzene]"
Ba,"1,2-di(4-pyridyl)ethane"
Ba,"1,3,5-benzene-tri-p-phenylphosphonic acid"
Ba,"1,3,5-benzenetricarboxylate"
Ba,"1,3-bis(2-methylimidazolyl)propane"
Ba,"1,3-bis(3-carboxyphenyl)-1H-imidazol-3-ium bromide"
Ba,"1,3-bis(imidazole)propane"
Ba,"1,4-bis(1,2,4-triazol-4-ylmethyl)benzene"
Ba,"1,4-bis(2-[4-carboxyphenyl]ethynyl)benzene"
Ba,"1,4-bis(imidazole-1-ylmethyl)benzene"
Ba,"1,4-bis(imidazolyl)butane"
Ba,"1,4-bis[2-(4-pyridyl)ethenyl]-2,3,5,6-tetramethylbenzene"
Ba,"1,4-butylenediphosphonic acid"
Ba,"1,4-diazo[2.2.2]bicyclooctane"
Ba,"1-(4-(1H-imidazol-5-yl)phenyl)-1H-1,2,4-triazole"
Ba,"1-(9-(1H-1,2,4-triazol-1-yl)anthracen-10-yl)-1H-1,2,4-triazole"
Ba,"1H-3,5-bis(pyrazinyl)-1,2,4-triazole"
Ba,"1H-pyrazole-3,5-dicarboxylic acid"
Ba,1H-tetrazole
Ba,"2,1,3-benzothiadiazole-4,7-dicarboxylic acid"
Ba,"2,2′,4,4′-biphenyltetracarboxylic acid"
Ba,"2,2′-azodibenzoic acid"
Ba,"2,2′-bipyridine-6,6′-dicarboxylic acid"
Ba,"2,3′,4,4′-diphenyl ether tetracarboxylic acid"
Ba,"2,3′,5,5′-biphenyl tetracarboxylic acid"
Ba,"2,3′,5,5′-biphenyltetracarboxylic acid"
Ba,"2,4,6-Tri(4-pyridyl)-1,3,5-triazine"
Ba,"2,4,6-trimethylbenzene-1,3,5-tricarboxylic acid"
Ba,"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine"
Ba,"2,4,6-tris(4-carboxyphenoxy)-1,3,5-triazine"
Ba,"2,4,6-tris(4-carboxyphenyl)-1,3,5-triazine"
Ba,"2,4-bis(4-carboxyphenylamino)-6-bis(carboxymethyl)amino-1,3,5-triazine"
Ba,"2,4-dihydroxypyrimidine-5-carboxylic acid"
Ba,"2,5-bis(prop-2-yn-1-yloxy)terephthalic acid"
Ba,"2,5-diaminoterephthalic acid"
Ba,"2,5-pyrazinedicarboxylic acid"
Ba,"2,6-bis(3,5-dicarboxyphenyl)pyridine"
Ba,"2,7-bis(4-benzoic acid)-N-(4-benzoic acid) carbazole"
Ba,"2,7-dihydroxybenzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone"
Ba,"2,7-naphthalenedisulfonate"
Ba,"2,8-di(1H-imidazol-1-yl)dibenzofuran"
Ba,"2-(2-carboxyphenyl)imidazo(4,5-f)-(1,10)phenanthroline"
Ba,"2-(3-(4-(pyridin-4-yl)phenyl)-1H-1,2,4-triazol-5-yl)pyridine"
Ba,2-(Dimethylamino)terephthalic acid
Ba,2-(benzimidazol-1-yl)terephthalic acid
Ba,"2-[4-(1H-imidazole-1-ylmethyl)-1H-1,2,3-triazol-1-yl] acetic acid"
Ba,2-hydroxyisophthalic acid
Ba,2-methoxyterephthalic acid
Ba,2-methylsuccinic acid
Ba,"2-nitrobenzene-1,4-dicarboxylic acid"
Ba,"2-propyl-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-pyrimidinecarbonitrile
Ba,"3,3′,5,5′-azoxybenzenetetracarboxylic acid"
Ba,"3,5-bis(1′,2′,4′-triazol-1′-yl)pyridine"
Ba,"3,5-bis-oxyacetate-benzoic acid"
Ba,"3,5-dimethyl-1H-1,2,4-triazole"
Ba,"3-(3,5-dicarboxylphenyl)-5-(pyrid-4-yl)-1-H-1,2,4-triazole"
Ba,3-aminopyrazine-2-carboxylic acid
Ba,"3-carboxy-1-(3,5-dicarboxybenzyl)pyridinium bromide"
Ba,3-cyanobenzoic acid (in situ precursor to 3-(1H-tetrazol-5-yl)benzoate)
Ba,3-nitrophthalic acid
Ba,3-phenyl-1H-pyrazole-4-carboxylic acid
Ba,"4,4',4''-benzene-1,3,5-triyl-tribenzoic acid"
Ba,"4,4',6,6'-tetracarboxy-2,2'-bipyridine"
Ba,"4,4'-(Hexafluoroisopropylidene) bis(benzoic acid)"
Ba,"4,4'-(hydroxymethanediyl) dibenzoic acid"
Ba,"4,4'-azobispyridine"
Ba,"4,4'-bis(1,2,4-triazol-1-ylmethyl)biphenyl"
Ba,"4,4’,4’’-(2,4,6-trimethylbenzene-1,3,5-triyl)tribenzoic acid"
Ba,"4,4′,4″-benzene-1,3,5-triyltribenzoic acid"
Ba,"4,4′-azodibenzoic acid"
Ba,"4,4′-bis((1H-imidazol-1-yl)methyl)biphenyl"
Ba,"4,4′-bis(2-sulfonatostiryl)biphenyl disodium salt"
Ba,"4,4′-bis(imidazolyl)diphenyl ether"
Ba,"4,4′-dithiodibenzoic acid"
Ba,"4,4′-trimethylenedipyridine"
Ba,"4,8-disulfonaphthalene-2,6-dicarboxylic acid"
Ba,4-(1H-tetrazol-5-yl)phenol
